0.001
$$
0.0
BodyA , 1.9e+11 , [ 1.10596142e-02 4.26015819e-05 0.00000000e+00] , [ 1.01193966 0.00854197 0. ] , [ 2.06959463e+11 1.48481514e+11 0.00000000e+00] , [ 1.08926033 0.78148165 0. ] , -1.17952274197e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98903136 2.98891447 0. ] , [-0.99372485 -1.01712867 0. ] , [ 8.57092948e+10 -2.34346643e+11 0.00000000e+00] , [ 0.5713953 -1.56231095 0. ] , -1.25346418492e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98893835 1.00001821 0. ] , [-1.01234542 0.00363972 0. ] , [ -2.92668758e+11 8.58651286e+10 0.00000000e+00] , [-1.12564907 0.33025049 0. ] , -1.37214795809e+12 , 0.5 , c

$$
0.012
BodyA , 1.9e+11 , [ 1.20715539e-02 5.11435499e-05 0.00000000e+00] , [ 1.0130297 0.00932445 0. ] , [ 2.07106638e+11 1.48671065e+11 0.00000000e+00] , [ 1.09003494 0.78247929 0. ] , -1.18006638784e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98803763 2.98789734 0. ] , [-0.99315326 -1.01869202 0. ] , [ 8.57376638e+10 -2.34503359e+11 0.00000000e+00] , [ 0.57158443 -1.56335572 0. ] , -1.25387022284e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.987926 1.00002185 0. ] , [-1.01347174 0.00396984 0. ] , [ -2.92844302e+11 8.58322935e+10 0.00000000e+00] , [-1.12632424 0.33012421 0. ] , -1.37251746899e+12 , 0.5 , c

$$
0.013
BodyA , 1.9e+11 , [ 1.30845836e-02 6.04679972e-05 0.00000000e+00] , [ 1.01412051 0.01010793 0. ] , [ 2.07254164e+11 1.48861088e+11 0.00000000e+00] , [ 1.09081139 0.78347941 0. ] , -1.18061111618e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98704448 2.98687865 0. ] , [-0.99258149 -1.02025643 0. ] , [ 8.57661750e+10 -2.34660562e+11 0.00000000e+00] , [ 0.5717745 -1.56440375 0. ] , -1.25427735188e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98691253 1.00002582 0. ] , [-1.01459874 0.00429984 0. ] , [ -2.93020339e+11 8.57994739e+10 0.00000000e+00] , [-1.1270013 0.32999798 0. ] , -1.37288795569e+12 , 0.5 , c

$$
0.014
BodyA , 1.9e+11 , [ 1.40987041e-02 7.05759240e-05 0.00000000e+00] , [ 1.0152121 0.01089241 0. ] , [ 2.07402040e+11 1.49051584e+11 0.00000000e+00] , [ 1.09158969 0.78448202 0. ] , -1.18115692989e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.9860519 2.98585839 0. ] , [-0.99200952 -1.02182188 0. ] , [ 8.57948285e+10 -2.34818254e+11 0.00000000e+00] , [ 0.57196552 -1.56545503 0. ] , -1.25468557442e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98589793 1.00003012 0. ] , [-1.01572642 0.00462971 0. ] , [ -2.93196869e+11 8.57666698e+10 0.00000000e+00] , [-1.12768026 0.32987181 0. ] , -1.37325941991e+12 , 0.5 , c

$$
0.015
BodyA , 1.9e+11 , [ 1.51139162e-02 8.14683327e-05 0.00000000e+00] , [ 1.01630447 0.0116779 0. ] , [ 2.07550269e+11 1.49242556e+11 0.00000000e+00] , [ 1.09236983 0.78548714 0. ] , -1.18170383185e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98505989 2.98483657 0. ] , [-0.99143736 -1.02338839 0. ] , [ 8.58236244e+10 -2.34976437e+11 0.00000000e+00] , [ 0.5721575 -1.56650958 0. ] , -1.25509489285e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.9848822 1.00003475 0. ] , [-1.01685479 0.00495946 0. ] , [ -2.93373893e+11 8.57338807e+10 0.00000000e+00] , [-1.12836113 0.3297457 0. ] , -1.37363186336e+12 , 0.5 , c

$$
0.016
BodyA , 1.9e+11 , [ 1.61302206e-02 9.31462286e-05 0.00000000e+00] , [ 1.01739762 0.01246439 0. ] , [ 2.07698850e+11 1.49434005e+11 0.00000000e+00] , [ 1.09315184 0.78649476 0. ] , -1.18225182499e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98406845 2.98381318 0. ] , [-0.99086501 -1.02495596 0. ] , [ 8.58525630e+10 -2.35135111e+11 0.00000000e+00] , [ 0.57235042 -1.56756741 0. ] , -1.25550530956e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98386535 1.00003971 0. ] , [-1.01798383 0.00528907 0. ] , [ -2.93551413e+11 8.57011065e+10 0.00000000e+00] , [-1.1290439 0.32961964 0. ] , -1.37400528775e+12 , 0.5 , c

$$
0.017
BodyA , 1.9e+11 , [ 0.01714762 0.00010561 0. ] , [ 1.01849155 0.0132519 0. ] , [ 2.07847785e+11 1.49625932e+11 0.00000000e+00] , [ 1.09393571 0.7875049 0. ] , -1.18280091224e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98307758 2.98278823 0. ] , [-0.99029247 -1.02652459 0. ] , [ 8.58816444e+10 -2.35294279e+11 0.00000000e+00] , [ 0.5725443 -1.56862852 0. ] , -1.25591682697e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98284737 1.000045 0. ] , [-1.01911356 0.00561857 0. ] , [ -2.93729429e+11 8.56683467e+10 0.00000000e+00] , [-1.12972857 0.32949364 0. ] , -1.37437969481e+12 , 0.5 , c

$$
0.018
BodyA , 1.9e+11 , [ 0.01816611 0.00011886 0. ] , [ 1.01958628 0.01404041 0. ] , [ 2.07997075e+11 1.49818340e+11 0.00000000e+00] , [ 1.09472145 0.78851758 0. ] , -1.18335109652e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98208729 2.9817617 0. ] , [-0.98971973 -1.02809428 0. ] , [ 8.59108688e+10 -2.35453941e+11 0.00000000e+00] , [ 0.57273913 -1.56969294 0. ] , -1.2563294475e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98182825 1.00005062 0. ] , [-1.02024397 0.00594794 0. ] , [ -2.93907944e+11 8.56356012e+10 0.00000000e+00] , [-1.13041517 0.3293677 0. ] , -1.37475508627e+12 , 0.5 , c

$$
0.019
BodyA , 1.9e+11 , [ 0.0191857 0.0001329 0. ] , [ 1.02068179 0.01482995 0. ] , [ 2.08146721e+11 1.50011230e+11 0.00000000e+00] , [ 1.09550906 0.78953279 0. ] , -1.18390238079e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98109757 2.98073361 0. ] , [-0.9891468 -1.02966504 0. ] , [ 8.59402363e+10 -2.35614099e+11 0.00000000e+00] , [ 0.57293491 -1.57076066 0. ] , -1.25674317356e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.98080801 1.00005657 0. ] , [-1.02137508 0.00627718 0. ] , [ -2.94086957e+11 8.56028696e+10 0.00000000e+00] , [-1.13110368 0.32924181 0. ] , -1.37513146387e+12 , 0.5 , c

$$
0.02
BodyA , 1.9e+11 , [ 0.02020638 0.00014773 0. ] , [ 1.02177808 0.0156205 0. ] , [ 2.08296724e+11 1.50204604e+11 0.00000000e+00] , [ 1.09629855 0.79055055 0. ] , -1.184454768e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.98010843 2.97970394 0. ] , [-0.98857366 -1.03123687 0. ] , [ 8.59697472e+10 -2.35774755e+11 0.00000000e+00] , [ 0.57313165 -1.5718317 0. ] , -1.25715800762e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97978663 1.00006284 0. ] , [-1.02250687 0.00660629 0. ] , [ -2.94266471e+11 8.55701517e+10 0.00000000e+00] , [-1.13179412 0.32911597 0. ] , -1.37550882934e+12 , 0.5 , c

$$
0.021
BodyA , 1.9e+11 , [ 0.02122816 0.00016335 0. ] , [ 1.02287517 0.01641207 0. ] , [ 2.08447085e+11 1.50398463e+11 0.00000000e+00] , [ 1.09708992 0.79157086 0. ] , -1.18500826113e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97911985 2.97867271 0. ] , [-0.98800033 -1.03280978 0. ] , [ 8.59994015e+10 -2.35935911e+11 0.00000000e+00] , [ 0.57332934 -1.57290607 0. ] , -1.2575739521e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97876413 1.00006945 0. ] , [-1.02363936 0.00693528 0. ] , [ -2.94446486e+11 8.55374471e+10 0.00000000e+00] , [-1.13248649 0.32899018 0. ] , -1.37588718445e+12 , 0.5 , c

$$
0.022
BodyA , 1.9e+11 , [ 0.02225103 0.00017977 0. ] , [ 1.02397306 0.01720466 0. ] , [ 2.08597805e+11 1.50592811e+11 0.00000000e+00] , [ 1.09788319 0.79259374 0. ] , -1.18556286317e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97813185 2.9776399 0. ] , [-0.98742681 -1.03438376 0. ] , [ 8.60291994e+10 -2.36097566e+11 0.00000000e+00] , [ 0.573528 -1.57398378 0. ] , -1.25799100948e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97774049 1.00007639 0. ] , [-1.02477254 0.00726415 0. ] , [ -2.94627005e+11 8.55047555e+10 0.00000000e+00] , [-1.13318079 0.32886444 0. ] , -1.37626653096e+12 , 0.5 , c

$$
0.023
BodyA , 1.9e+11 , [ 0.023275 0.00019697 0. ] , [ 1.02507174 0.01799828 0. ] , [ 2.08748886e+11 1.50787648e+11 0.00000000e+00] , [ 1.09867835 0.7936192 0. ] , -1.18611857709e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97714442 2.97660551 0. ] , [-0.98685308 -1.03595883 0. ] , [ 8.60591412e+10 -2.36259724e+11 0.00000000e+00] , [ 0.57372761 -1.57506483 0. ] , -1.25840918222e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97671571 1.00008365 0. ] , [-1.02590642 0.00759289 0. ] , [ -2.94808027e+11 8.54720768e+10 0.00000000e+00] , [-1.13387703 0.32873876 0. ] , -1.37664687062e+12 , 0.5 , c

$$
0.024
BodyA , 1.9e+11 , [ 0.02430008 0.00021497 0. ] , [ 1.02617121 0.01879293 0. ] , [ 2.08900328e+11 1.50982975e+11 0.00000000e+00] , [ 1.09947541 0.79464724 0. ] , -1.18667540592e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97615757 2.97556955 0. ] , [-0.98627915 -1.03753498 0. ] , [ 8.60892269e+10 -2.36422386e+11 0.00000000e+00] , [ 0.57392818 -1.57614924 0. ] , -1.25882847281e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97568981 1.00009124 0. ] , [-1.02704099 0.0079215 0. ] , [ -2.94989555e+11 8.54394105e+10 0.00000000e+00] , [-1.13457521 0.32861312 0. ] , -1.3770282052e+12 , 0.5 , c

$$
0.025
BodyA , 1.9e+11 , [ 0.02532625 0.00023376 0. ] , [ 1.02727149 0.01958861 0. ] , [ 2.09052132e+11 1.51178796e+11 0.00000000e+00] , [ 1.10027438 0.79567788 0. ] , -1.18723335266e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97517129 2.97453202 0. ] , [-0.98570502 -1.03911221 0. ] , [ 8.61194568e+10 -2.36585553e+11 0.00000000e+00] , [ 0.57412971 -1.57723702 0. ] , -1.25924888373e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97466277 1.00009916 0. ] , [-1.02817627 0.00824999 0. ] , [ -2.95171589e+11 8.54067564e+10 0.00000000e+00] , [-1.13527534 0.32848752 0. ] , -1.3774105365e+12 , 0.5 , c

$$
0.026
BodyA , 1.9e+11 , [ 0.02635352 0.00025335 0. ] , [ 1.02837256 0.02038532 0. ] , [ 2.09204300e+11 1.51375112e+11 0.00000000e+00] , [ 1.10107526 0.79671112 0. ] , -1.18779242034e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97418559 2.97349291 0. ] , [-0.98513069 -1.04069054 0. ] , [ 8.61498311e+10 -2.36749226e+11 0.00000000e+00] , [ 0.57433221 -1.57832817 0. ] , -1.25967041749e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97363459 1.00010741 0. ] , [-1.02931224 0.00857835 0. ] , [ -2.95354131e+11 8.53741142e+10 0.00000000e+00] , [-1.13597743 0.32836198 0. ] , -1.37779386629e+12 , 0.5 , c

$$
0.027
BodyA , 1.9e+11 , [ 0.02738189 0.00027374 0. ] , [ 1.02947444 0.02118306 0. ] , [ 2.09356832e+11 1.51571924e+11 0.00000000e+00] , [ 1.10187806 0.79774697 0. ] , -1.18835261202e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97320046 2.97245222 0. ] , [-0.98455615 -1.04226996 0. ] , [ 8.61803498e+10 -2.36913408e+11 0.00000000e+00] , [ 0.57453567 -1.57942272 0. ] , -1.26009307661e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97260528 1.00011599 0. ] , [-1.03044892 0.00890659 0. ] , [ -2.95537182e+11 8.53414835e+10 0.00000000e+00] , [-1.13668147 0.32823648 0. ] , -1.37817819637e+12 , 0.5 , c

$$
0.028
BodyA , 1.9e+11 , [ 0.02841137 0.00029492 0. ] , [ 1.03057712 0.02198185 0. ] , [ 2.09509730e+11 1.51769235e+11 0.00000000e+00] , [ 1.10268279 0.79878545 0. ] , -1.18891393073e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.9722159 2.97140995 0. ] , [-0.98398141 -1.04385048 0. ] , [ 8.62110132e+10 -2.37078099e+11 0.00000000e+00] , [ 0.57474009 -1.58052066 0. ] , -1.2605168636e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97157483 1.0001249 0. ] , [-1.03158631 0.0092347 0. ] , [ -2.95720743e+11 8.53088642e+10 0.00000000e+00] , [-1.13738747 0.32811102 0. ] , -1.37856352854e+12 , 0.5 , c

$$
0.029
BodyA , 1.9e+11 , [ 0.02944194 0.0003169 0. ] , [ 1.03168061 0.02278168 0. ] , [ 2.09662994e+11 1.51967046e+11 0.00000000e+00] , [ 1.10348944 0.79982656 0. ] , -1.18947637955e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97123192 2.97036609 0. ] , [-0.98340647 -1.04543211 0. ] , [ 8.62418215e+10 -2.37243302e+11 0.00000000e+00] , [ 0.57494548 -1.58162201 0. ] , -1.260941781e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.97054324 1.00013413 0. ] , [-1.03272441 0.00956268 0. ] , [ -2.95904816e+11 8.52762558e+10 0.00000000e+00] , [-1.13809544 0.3279856 0. ] , -1.37894986461e+12 , 0.5 , c

$$
0.03
BodyA , 1.9e+11 , [ 0.03047362 0.00033968 0. ] , [ 1.03278491 0.02358255 0. ] , [ 2.09816626e+11 1.52165360e+11 0.00000000e+00] , [ 1.10429803 0.80087031 0. ] , -1.19003996155e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.97024851 2.96932066 0. ] , [-0.98283132 -1.04701483 0. ] , [ 8.62727748e+10 -2.37409018e+11 0.00000000e+00] , [ 0.57515183 -1.58272679 0. ] , -1.26136783136e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.96951052 1.0001437 0. ] , [-1.03386321 0.00989054 0. ] , [ -2.96089401e+11 8.52436582e+10 0.00000000e+00] , [-1.13880539 0.32786022 0. ] , -1.37933720638e+12 , 0.5 , c

$$
0.031
BodyA , 1.9e+11 , [ 0.03150641 0.00036326 0. ] , [ 1.03389002 0.02438446 0. ] , [ 2.09970628e+11 1.52364177e+11 0.00000000e+00] , [ 1.10510857 0.80191672 0. ] , -1.19060467983e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.96926568 2.96827365 0. ] , [-0.98225596 -1.04859867 0. ] , [ 8.63038733e+10 -2.37575248e+11 0.00000000e+00] , [ 0.57535916 -1.58383499 0. ] , -1.26179501723e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.96847665 1.00015359 0. ] , [-1.03500273 0.01021828 0. ] , [ -2.96274501e+11 8.52110709e+10 0.00000000e+00] , [-1.13951731 0.32773489 0. ] , -1.37972555569e+12 , 0.5 , c

$$
0.032
BodyA , 1.9e+11 , [ 0.0325403 0.00038765 0. ] , [ 1.03499594 0.02518743 0. ] , [ 2.10124999e+11 1.52563500e+11 0.00000000e+00] , [ 1.10592105 0.80296579 0. ] , -1.19117053747e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.96828343 2.96722505 0. ] , [-0.98168039 -1.05018361 0. ] , [ 8.63351172e+10 -2.37741994e+11 0.00000000e+00] , [ 0.57556745 -1.58494663 0. ] , -1.26222334119e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.96744165 1.00016381 0. ] , [-1.03614296 0.01054589 0. ] , [ -2.96460116e+11 8.51784937e+10 0.00000000e+00] , [-1.14023122 0.32760959 0. ] , -1.38011491436e+12 , 0.5 , c

$$
0.033
BodyA , 1.9e+11 , [ 0.03357529 0.00041284 0. ] , [ 1.03610267 0.02599145 0. ] , [ 2.10279741e+11 1.52763331e+11 0.00000000e+00] , [ 1.10673548 0.80401753 0. ] , -1.1917375376e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.96730174 2.96617487 0. ] , [-0.98110461 -1.05176968 0. ] , [ 8.63665066e+10 -2.37909258e+11 0.00000000e+00] , [ 0.57577671 -1.58606172 0. ] , -1.2626528058e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.96640551 1.00017435 0. ] , [-1.03728391 0.01087337 0. ] , [ -2.96646248e+11 8.51459263e+10 0.00000000e+00] , [-1.14094711 0.32748433 0. ] , -1.38050528422e+12 , 0.5 , c

$$
0.034
BodyA , 1.9e+11 , [ 0.0346114 0.00043883 0. ] , [ 1.03721023 0.02679652 0. ] , [ 2.10434855e+11 1.52963672e+11 0.00000000e+00] , [ 1.10755187 0.80507196 0. ] , -1.19230568335e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.96632064 2.9651231 0. ] , [-0.98052863 -1.05335686 0. ] , [ 8.63980418e+10 -2.38077040e+11 0.00000000e+00] , [ 0.57598695 -1.58718027 0. ] , -1.26308341365e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.96536823 1.00018522 0. ] , [-1.03842557 0.01120073 0. ] , [ -2.96832897e+11 8.51133684e+10 0.00000000e+00] , [-1.14166499 0.32735911 0. ] , -1.38089666713e+12 , 0.5 , c

$$
0.035
BodyA , 1.9e+11 , [ 0.03564861 0.00046562 0. ] , [ 1.0383186 0.02760265 0. ] , [ 2.10590343e+11 1.53164524e+11 0.00000000e+00] , [ 1.10837023 0.80612908 0. ] , -1.19287497784e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.96534011 2.96406974 0. ] , [-0.97995243 -1.05494516 0. ] , [ 8.64297229e+10 -2.38245344e+11 0.00000000e+00] , [ 0.57619815 -1.58830229 0. ] , -1.26351516736e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.9643298 1.00019643 0. ] , [-1.03956796 0.01152796 0. ] , [ -2.97020066e+11 8.50808197e+10 0.00000000e+00] , [-1.14238487 0.32723392 0. ] , -1.38128906492e+12 , 0.5 , c

$$
0.036
