0.001
$$
0.0
BodyC , 2.6e+11 , [ 4.41976891 1.03174497 0. ] , [-1.61270221 0.13522927 0. ] , [ -4.47415409e+11 6.58409779e+10 0.00000000e+00] , [-1.7208285 0.25323453 0. ] , -1.66977222543e+12 , 0.5 , c

$$
0.453
BodyA , 1.9e+11 , [ 0.57963006 0.10022009 0. ] , [ 1.60900245 0.51214219 0. ] , [ 3.32086124e+11 3.28688263e+11 0.00000000e+00] , [ 1.74782171 1.72993823 0. ] , -1.59758147766e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60993117 2.36479553 0. ] , [-0.70639889 -1.88354918 0. ] , [ 1.15972715e+11 -3.94441079e+11 0.00000000e+00] , [ 0.77315143 -2.62960719 0. ] , -1.6004648596e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.41815621 1.0318802 0. ] , [-1.61442551 0.13548216 0. ] , [ -4.48058839e+11 6.57528163e+10 0.00000000e+00] , [-1.72330323 0.25289545 0. ] , -1.6709015574e+12 , 0.5 , c

$$
0.454
BodyA , 1.9e+11 , [ 0.58123906 0.10073224 0. ] , [ 1.61075303 0.51387666 0. ] , [ 3.32610423e+11 3.29550416e+11 0.00000000e+00] , [ 1.75058117 1.73447587 0. ] , -1.59922312421e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60922477 2.36291198 0. ] , [-0.70562493 -1.88618395 0. ] , [ 1.16094068e+11 -3.95214619e+11 0.00000000e+00] , [ 0.77396045 -2.63476412 0. ] , -1.60188021096e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.41654178 1.03201568 0. ] , [-1.6161513 0.13573472 0. ] , [ -4.48704491e+11 6.56642028e+10 0.00000000e+00] , [-1.7257865 0.25255463 0. ] , -1.67203401885e+12 , 0.5 , c

$$
0.455
BodyA , 1.9e+11 , [ 0.58284981 0.10124611 0. ] , [ 1.61250638 0.5156157 0. ] , [ 3.33136644e+11 3.30416796e+11 0.00000000e+00] , [ 1.75335076 1.73903577 0. ] , -1.6008702789e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60851914 2.3610258 0. ] , [-0.70485016 -1.88882389 0. ] , [ 1.16215733e+11 -3.95991930e+11 0.00000000e+00] , [ 0.77477155 -2.6399462 0. ] , -1.60330043735e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.41492563 1.03215142 0. ] , [-1.61787957 0.13598693 0. ] , [ -4.49352376e+11 6.55751341e+10 0.00000000e+00] , [-1.72827837 0.25221205 0. ] , -1.67316962139e+12 , 0.5 , c

$$
0.456
BodyA , 1.9e+11 , [ 0.58446232 0.10176173 0. ] , [ 1.61426252 0.51735932 0. ] , [ 3.33664795e+11 3.31287433e+11 0.00000000e+00] , [ 1.7561305 1.74361807 0. ] , -1.60252297063e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60781429 2.35913697 0. ] , [-0.70407457 -1.89146905 0. ] , [ 1.16337710e+11 -3.96773040e+11 0.00000000e+00] , [ 0.77558473 -2.6451536 0. ] , -1.60472556355e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.41330775 1.03228741 0. ] , [-1.61961035 0.1362388 0. ] , [ -4.50002505e+11 6.54856070e+10 0.00000000e+00] , [-1.73077887 0.25186772 0. ] , -1.67430837665e+12 , 0.5 , c

$$
0.457
BodyA , 1.9e+11 , [ 0.58607658 0.10227909 0. ] , [ 1.61602144 0.51910754 0. ] , [ 3.34194888e+11 3.32162357e+11 0.00000000e+00] , [ 1.75892046 1.74822293 0. ] , -1.60418122854e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60711022 2.35724551 0. ] , [-0.70329817 -1.89411943 0. ] , [ 1.16459999e+11 -3.97557975e+11 0.00000000e+00] , [ 0.7764 -2.6503865 0. ] , -1.60615561459e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.41168814 1.03242364 0. ] , [-1.62134364 0.13649032 0. ] , [ -4.50654887e+11 6.53956182e+10 0.00000000e+00] , [-1.73328803 0.25152161 0. ] , -1.67545029637e+12 , 0.5 , c

$$
0.458
BodyA , 1.9e+11 , [ 0.5876926 0.10279819 0. ] , [ 1.61778316 0.52086039 0. ] , [ 3.34726932e+11 3.33041599e+11 0.00000000e+00] , [ 1.76172069 1.75285052 0. ] , -1.60584508195e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60640692 2.35535139 0. ] , [-0.70252096 -1.89677508 0. ] , [ 1.16582602e+11 -3.98346763e+11 0.00000000e+00] , [ 0.77721735 -2.65564509 0. ] , -1.60759061562e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.4100668 1.03256014 0. ] , [-1.62307945 0.13674149 0. ] , [ -4.51309534e+11 6.53051642e+10 0.00000000e+00] , [-1.7358059 0.25117371 0. ] , -1.67659539233e+12 , 0.5 , c

$$
0.459
BodyA , 1.9e+11 , [ 0.58931038 0.10331906 0. ] , [ 1.61954769 0.52261789 0. ] , [ 3.35260936e+11 3.33925190e+11 0.00000000e+00] , [ 1.76453124 1.757501 0. ] , -1.60751456043e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.6057044 2.35345461 0. ] , [-0.70174292 -1.89943601 0. ] , [ 1.16705519e+11 -3.99139431e+11 0.00000000e+00] , [ 0.7780368 -2.66092954 0. ] , -1.60903059203e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.40844372 1.03269688 0. ] , [-1.62481778 0.13699232 0. ] , [ -4.51966455e+11 6.52142417e+10 0.00000000e+00] , [-1.73833252 0.25082401 0. ] , -1.67774367635e+12 , 0.5 , c

$$
0.46
BodyA , 1.9e+11 , [ 0.59092993 0.10384167 0. ] , [ 1.62131504 0.52438007 0. ] , [ 3.35796912e+11 3.34813160e+11 0.00000000e+00] , [ 1.76735217 1.76217452 0. ] , -1.60918969375e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60500265 2.35155517 0. ] , [-0.70096406 -1.90210225 0. ] , [ 1.16828751e+11 -3.99936007e+11 0.00000000e+00] , [ 0.77885834 -2.66624005 0. ] , -1.61047556937e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.4068189 1.03283387 0. ] , [-1.62655865 0.13724279 0. ] , [ -4.52625662e+11 6.51228472e+10 0.00000000e+00] , [-1.74086793 0.25047249 0. ] , -1.67889516036e+12 , 0.5 , c

$$
0.461
BodyA , 1.9e+11 , [ 0.59255125 0.10436605 0. ] , [ 1.62308522 0.52614694 0. ] , [ 3.36334868e+11 3.35705540e+11 0.00000000e+00] , [ 1.77018352 1.76687127 0. ] , -1.6108705119e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60430169 2.34965307 0. ] , [-0.70018438 -1.90477382 0. ] , [ 1.16952297e+11 -4.00736518e+11 0.00000000e+00] , [ 0.77968198 -2.67157679 0. ] , -1.61192557339e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.40519234 1.03297111 0. ] , [-1.62830206 0.13749291 0. ] , [ -4.53287165e+11 6.50309775e+10 0.00000000e+00] , [-1.74341217 0.25011914 0. ] , -1.68004985633e+12 , 0.5 , c

$$
0.462
BodyA , 1.9e+11 , [ 0.59417433 0.1048922 0. ] , [ 1.62485825 0.52791853 0. ] , [ 3.36874816e+11 3.36602364e+11 0.00000000e+00] , [ 1.77302535 1.77159139 0. ] , -1.61255704511e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60360151 2.3477483 0. ] , [-0.69940387 -1.90745076 0. ] , [ 1.17076159e+11 -4.01540993e+11 0.00000000e+00] , [ 0.78050772 -2.67693995 0. ] , -1.61338063004e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.40356404 1.0331086 0. ] , [-1.63004803 0.13774267 0. ] , [ -4.53950975e+11 6.49386290e+10 0.00000000e+00] , [-1.74596529 0.24976396 0. ] , -1.68120777629e+12 , 0.5 , c

$$
0.463
BodyA , 1.9e+11 , [ 0.59579919 0.10542012 0. ] , [ 1.62663413 0.52969486 0. ] , [ 3.37416765e+11 3.37503661e+11 0.00000000e+00] , [ 1.77587771 1.77633506 0. ] , -1.61424932383e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.6029021 2.34584085 0. ] , [-0.69862254 -1.91013309 0. ] , [ 1.17200337e+11 -4.02349460e+11 0.00000000e+00] , [ 0.78133558 -2.68232973 0. ] , -1.61484076545e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.40193399 1.03324635 0. ] , [-1.63179655 0.13799208 0. ] , [ -4.54617102e+11 6.48457981e+10 0.00000000e+00] , [-1.74852732 0.24940692 0. ] , -1.68236893235e+12 , 0.5 , c

$$
0.464
BodyA , 1.9e+11 , [ 0.59742582 0.10594981 0. ] , [ 1.62841287 0.53147597 0. ] , [ 3.37960726e+11 3.38409466e+11 0.00000000e+00] , [ 1.77874066 1.78110245 0. ] , -1.61594737873e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60220348 2.34393071 0. ] , [-0.69784037 -1.91282084 0. ] , [ 1.17324831e+11 -4.03161947e+11 0.00000000e+00] , [ 0.78216554 -2.68774632 0. ] , -1.61630600595e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.4003022 1.03338434 0. ] , [-1.63354765 0.13824113 0. ] , [ -4.55285558e+11 6.47524815e+10 0.00000000e+00] , [-1.7510983 0.24904801 0. ] , -1.68353333666e+12 , 0.5 , c

$$
0.465
BodyA , 1.9e+11 , [ 0.59905424 0.10648129 0. ] , [ 1.63019448 0.53326186 0. ] , [ 3.38506710e+11 3.39319809e+11 0.00000000e+00] , [ 1.78161426 1.78589373 0. ] , -1.61765124072e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60150564 2.34201789 0. ] , [-0.69705737 -1.91551403 0. ] , [ 1.17449643e+11 -4.03978485e+11 0.00000000e+00] , [ 0.78299762 -2.6931899 0. ] , -1.61777637809e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.39866865 1.03352258 0. ] , [-1.63530133 0.13848981 0. ] , [ -4.55956353e+11 6.46586756e+10 0.00000000e+00] , [-1.75367828 0.24868721 0. ] , -1.68470100147e+12 , 0.5 , c

$$
0.466
BodyA , 1.9e+11 , [ 0.60068443 0.10701455 0. ] , [ 1.63197898 0.53505257 0. ] , [ 3.39054725e+11 3.40234725e+11 0.00000000e+00] , [ 1.78449856 1.79070908 0. ] , -1.61936094094e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60080858 2.34010238 0. ] , [-0.69627354 -1.91821269 0. ] , [ 1.17574773e+11 -4.04799102e+11 0.00000000e+00] , [ 0.78383182 -2.69866068 0. ] , -1.61925190859e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.39703335 1.03366107 0. ] , [-1.6370576 0.13873814 0. ] , [ -4.56629499e+11 6.45643768e+10 0.00000000e+00] , [-1.7562673 0.24832453 0. ] , -1.68587193908e+12 , 0.5 , c

$$
0.467
BodyA , 1.9e+11 , [ 0.60231641 0.1075496 0. ] , [ 1.63376637 0.53684812 0. ] , [ 3.39604784e+11 3.41154246e+11 0.00000000e+00] , [ 1.7873936 1.79554866 0. ] , -1.62107651077e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.60011231 2.33818417 0. ] , [-0.69548887 -1.92091685 0. ] , [ 1.17700221e+11 -4.05623827e+11 0.00000000e+00] , [ 0.78466814 -2.70415885 0. ] , -1.62073262439e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.39539629 1.03379981 0. ] , [-1.63881646 0.1389861 0. ] , [ -4.57305006e+11 6.44695815e+10 0.00000000e+00] , [-1.75886541 0.24795993 0. ] , -1.68704616185e+12 , 0.5 , c

$$
0.468
BodyA , 1.9e+11 , [ 0.60395018 0.10808645 0. ] , [ 1.63555667 0.53864853 0. ] , [ 3.40156897e+11 3.42078406e+11 0.00000000e+00] , [ 1.79029946 1.80041266 0. ] , -1.62279798181e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59941682 2.33626325 0. ] , [-0.69470337 -1.92362653 0. ] , [ 1.17825989e+11 -4.06452692e+11 0.00000000e+00] , [ 0.78550659 -2.70968461 0. ] , -1.62221855264e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.39375747 1.03393879 0. ] , [-1.64057793 0.13923369 0. ] , [ -4.57982886e+11 6.43742861e+10 0.00000000e+00] , [-1.76147264 0.24759341 0. ] , -1.68822368221e+12 , 0.5 , c

$$
0.469
BodyA , 1.9e+11 , [ 0.60558573 0.1086251 0. ] , [ 1.63734989 0.54045383 0. ] , [ 3.40711074e+11 3.43007238e+11 0.00000000e+00] , [ 1.79321618 1.80530125 0. ] , -1.62452538593e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59872212 2.33433962 0. ] , [-0.69391702 -1.92634177 0. ] , [ 1.17952075e+11 -4.07285725e+11 0.00000000e+00] , [ 0.78634717 -2.71523816 0. ] , -1.62370972068e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.3921169 1.03407803 0. ] , [-1.64234202 0.13948092 0. ] , [ -4.58663150e+11 6.42784870e+10 0.00000000e+00] , [-1.76408904 0.24722495 0. ] , -1.68940451267e+12 , 0.5 , c

$$
0.47
BodyA , 1.9e+11 , [ 0.60722308 0.10916555 0. ] , [ 1.63914603 0.54226405 0. ] , [ 3.41267327e+11 3.43940776e+11 0.00000000e+00] , [ 1.79614382 1.81021461 0. ] , -1.62625875521e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.5980282 2.33241328 0. ] , [-0.69312983 -1.92906259 0. ] , [ 1.18078482e+11 -4.08122957e+11 0.00000000e+00] , [ 0.78718988 -2.72081971 0. ] , -1.62520615607e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.39047455 1.03421751 0. ] , [-1.64410874 0.13972777 0. ] , [ -4.59345809e+11 6.41821805e+10 0.00000000e+00] , [-1.76671465 0.24685454 0. ] , -1.6905886658e+12 , 0.5 , c

$$
0.471
BodyA , 1.9e+11 , [ 0.60886223 0.10970782 0. ] , [ 1.64094512 0.5440792 0. ] , [ 3.41825665e+11 3.44879056e+11 0.00000000e+00] , [ 1.79908245 1.81515293 0. ] , -1.62799812199e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59733507 2.33048422 0. ] , [-0.69234179 -1.93178902 0. ] , [ 1.18205210e+11 -4.08964419e+11 0.00000000e+00] , [ 0.78803473 -2.72642946 0. ] , -1.62670788658e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.38883045 1.03435724 0. ] , [-1.64587809 0.13997425 0. ] , [ -4.60030875e+11 6.40853628e+10 0.00000000e+00] , [-1.76934952 0.24648216 0. ] , -1.69177615423e+12 , 0.5 , c

$$
0.472
BodyA , 1.9e+11 , [ 0.61050318 0.1102519 0. ] , [ 1.64274715 0.54589931 0. ] , [ 3.42386100e+11 3.45822112e+11 0.00000000e+00] , [ 1.8020321 1.82011638 0. ] , -1.62974351887e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59664273 2.32855243 0. ] , [-0.69155291 -1.93452109 0. ] , [ 1.18332259e+11 -4.09810142e+11 0.00000000e+00] , [ 0.78888173 -2.73206761 0. ] , -1.62821494019e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.38718457 1.03449721 0. ] , [-1.64765008 0.14022036 0. ] , [ -4.60718358e+11 6.39880303e+10 0.00000000e+00] , [-1.77199369 0.24610781 0. ] , -1.69296699068e+12 , 0.5 , c

$$
0.473
BodyA , 1.9e+11 , [ 0.61214592 0.1107978 0. ] , [ 1.64455214 0.54772442 0. ] , [ 3.42948642e+11 3.46769978e+11 0.00000000e+00] , [ 1.80499285 1.82510515 0. ] , -1.63149497868e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59595117 2.32661791 0. ] , [-0.69076318 -1.93725882 0. ] , [ 1.18459630e+11 -4.10660158e+11 0.00000000e+00] , [ 0.78973086 -2.73773438 0. ] , -1.62972734509e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.38553692 1.03463743 0. ] , [-1.64942473 0.14046609 0. ] , [ -4.61408272e+11 6.38901792e+10 0.00000000e+00] , [-1.7746472 0.24573146 0. ] , -1.69416118792e+12 , 0.5 , c

$$
0.474
BodyA , 1.9e+11 , [ 0.61379047 0.11134552 0. ] , [ 1.64636011 0.54955454 0. ] , [ 3.43513303e+11 3.47722691e+11 0.00000000e+00] , [ 1.80796475 1.83011943 0. ] , -1.6332525345e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59526041 2.32468065 0. ] , [-0.6899726 -1.94000225 0. ] , [ 1.18587323e+11 -4.11514497e+11 0.00000000e+00] , [ 0.79058215 -2.74342998 0. ] , -1.6312451297e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.38388749 1.0347779 0. ] , [-1.65120204 0.14071144 0. ] , [ -4.62100626e+11 6.37918057e+10 0.00000000e+00] , [-1.7773101 0.2453531 0. ] , -1.69535875881e+12 , 0.5 , c

$$
0.475
BodyA , 1.9e+11 , [ 0.61543683 0.11189508 0. ] , [ 1.64817105 0.5513897 0. ] , [ 3.44080095e+11 3.48680286e+11 0.00000000e+00] , [ 1.81094787 1.8351594 0. ] , -1.63501621968e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59457044 2.32274065 0. ] , [-0.68918116 -1.94275141 0. ] , [ 1.18715339e+11 -4.12373192e+11 0.00000000e+00] , [ 0.79143559 -2.74915462 0. ] , -1.63276832266e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.38223629 1.03491861 0. ] , [-1.65298202 0.14095642 0. ] , [ -4.62795434e+11 6.36929059e+10 0.00000000e+00] , [-1.77998244 0.24497272 0. ] , -1.69655971625e+12 , 0.5 , c

$$
0.476
BodyA , 1.9e+11 , [ 0.61708501 0.11244647 0. ] , [ 1.649985 0.55322992 0. ] , [ 3.44649027e+11 3.49642800e+11 0.00000000e+00] , [ 1.81394224 1.84022526 0. ] , -1.63678606782e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59388126 2.3207979 0. ] , [-0.68838887 -1.94550632 0. ] , [ 1.18843679e+11 -4.13236276e+11 0.00000000e+00] , [ 0.79229119 -2.75490851 0. ] , -1.63429695281e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.38058331 1.03505957 0. ] , [-1.65476469 0.14120101 0. ] , [ -4.63492705e+11 6.35934761e+10 0.00000000e+00] , [-1.78266425 0.24459029 0. ] , -1.69776407325e+12 , 0.5 , c

$$
0.477
BodyA , 1.9e+11 , [ 0.61873499 0.1129997 0. ] , [ 1.65180194 0.55507524 0. ] , [ 3.45220111e+11 3.50610268e+11 0.00000000e+00] , [ 1.81694795 1.8453172 0. ] , -1.63856211278e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59319287 2.31885239 0. ] , [-0.68759572 -1.94826701 0. ] , [ 1.18972343e+11 -4.14103780e+11 0.00000000e+00] , [ 0.79314895 -2.76069187 0. ] , -1.63583104924e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.37892854 1.03520077 0. ] , [-1.65655004 0.14144521 0. ] , [ -4.64192454e+11 6.34935124e+10 0.00000000e+00] , [-1.78535559 0.24420582 0. ] , -1.69897184285e+12 , 0.5 , c

$$
0.478
BodyA , 1.9e+11 , [ 0.62038679 0.11355477 0. ] , [ 1.65362191 0.55692568 0. ] , [ 3.45793358e+11 3.51582728e+11 0.00000000e+00] , [ 1.81996504 1.85043541 0. ] , -1.64034438867e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59250527 2.31690412 0. ] , [-0.68680171 -1.95103351 0. ] , [ 1.19101332e+11 -4.14975739e+11 0.00000000e+00] , [ 0.79400888 -2.76650492 0. ] , -1.63737064125e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.37727199 1.03534221 0. ] , [-1.6583381 0.14168903 0. ] , [ -4.64894690e+11 6.33930107e+10 0.00000000e+00] , [-1.7880565 0.24381927 0. ] , -1.70018303821e+12 , 0.5 , c

$$
0.479
BodyA , 1.9e+11 , [ 0.62204041 0.1141117 0. ] , [ 1.6554449 0.55878126 0. ] , [ 3.46368781e+11 3.52560216e+11 0.00000000e+00] , [ 1.82299358 1.85558009 0. ] , -1.64213292988e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59181847 2.31495309 0. ] , [-0.68600684 -1.95380586 0. ] , [ 1.19230646e+11 -4.15852184e+11 0.00000000e+00] , [ 0.79487097 -2.77234789 0. ] , -1.63891575838e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.37561366 1.0354839 0. ] , [-1.66012886 0.14193246 0. ] , [ -4.65599427e+11 6.32919673e+10 0.00000000e+00] , [-1.79076703 0.24343064 0. ] , -1.70139767251e+12 , 0.5 , c

$$
0.48
BodyA , 1.9e+11 , [ 0.62369586 0.11467048 0. ] , [ 1.65727094 0.56064201 0. ] , [ 3.46946390e+11 3.53542771e+11 0.00000000e+00] , [ 1.82603363 1.86075143 0. ] , -1.64392777107e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59113246 2.31299928 0. ] , [-0.68521111 -1.95658408 0. ] , [ 1.19360286e+11 -4.16733150e+11 0.00000000e+00] , [ 0.79573524 -2.778221 0. ] , -1.64046643038e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.37395353 1.03562583 0. ] , [-1.66192235 0.1421755 0. ] , [ -4.66306675e+11 6.31903781e+10 0.00000000e+00] , [-1.79348721 0.24303992 0. ] , -1.70261575905e+12 , 0.5 , c

$$
0.481
BodyA , 1.9e+11 , [ 0.62535313 0.11523112 0. ] , [ 1.65910002 0.56250796 0. ] , [ 3.47526196e+11 3.54530431e+11 0.00000000e+00] , [ 1.82908524 1.86594964 0. ] , -1.64572894716e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.59044725 2.3110427 0. ] , [-0.68441451 -1.95936821 0. ] , [ 1.19490252e+11 -4.17618670e+11 0.00000000e+00] , [ 0.79660168 -2.78412447 0. ] , -1.64202268726e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.3722916 1.03576801 0. ] , [-1.66371857 0.14241815 0. ] , [ -4.67016448e+11 6.30882391e+10 0.00000000e+00] , [-1.79621711 0.24264707 0. ] , -1.70383731118e+12 , 0.5 , c

$$
0.482
BodyA , 1.9e+11 , [ 0.62701223 0.11579363 0. ] , [ 1.66093217 0.56437913 0. ] , [ 3.48108212e+11 3.55523233e+11 0.00000000e+00] , [ 1.83214849 1.87117491 0. ] , -1.64753649334e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.58976284 2.30908333 0. ] , [-0.68361704 -1.96215827 0. ] , [ 1.19620546e+11 -4.18508779e+11 0.00000000e+00] , [ 0.7974703 -2.79005853 0. ] , -1.64358455925e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.37062789 1.03591043 0. ] , [-1.66551753 0.1426604 0. ] , [ -4.67728758e+11 6.29855463e+10 0.00000000e+00] , [-1.79895676 0.2422521 0. ] , -1.70506234232e+12 , 0.5 , c

$$
0.483
BodyA , 1.9e+11 , [ 0.62867316 0.11635801 0. ] , [ 1.66276739 0.56625556 0. ] , [ 3.48692449e+11 3.56521216e+11 0.00000000e+00] , [ 1.83522342 1.87642745 0. ] , -1.64935044509e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.58907922 2.30712117 0. ] , [-0.68281869 -1.96495429 0. ] , [ 1.19751167e+11 -4.19403511e+11 0.00000000e+00] , [ 0.79834111 -2.79602341 0. ] , -1.64515207681e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.36896237 1.03605309 0. ] , [-1.66731923 0.14290226 0. ] , [ -4.68443616e+11 6.28822957e+10 0.00000000e+00] , [-1.80170622 0.24185498 0. ] , -1.70629086598e+12 , 0.5 , c

$$
0.484
BodyA , 1.9e+11 , [ 0.63033593 0.11692426 0. ] , [ 1.6646057 0.56813727 0. ] , [ 3.49278920e+11 3.57524419e+11 0.00000000e+00] , [ 1.8383101 1.88170747 0. ] , -1.65117083816e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.5883964 2.30515622 0. ] , [-0.68201948 -1.96775631 0. ] , [ 1.19882116e+11 -4.20302902e+11 0.00000000e+00] , [ 0.79921411 -2.80201935 0. ] , -1.64672527067e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.36729505 1.03619599 0. ] , [-1.6691237 0.14314371 0. ] , [ -4.69161036e+11 6.27784830e+10 0.00000000e+00] , [-1.80446552 0.2414557 0. ] , -1.70752289573e+12 , 0.5 , c

$$
0.485
BodyA , 1.9e+11 , [ 0.63200054 0.1174924 0. ] , [ 1.66644711 0.57002428 0. ] , [ 3.49867634e+11 3.58532882e+11 0.00000000e+00] , [ 1.8414086 1.88701517 0. ] , -1.65299770857e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.58771438 2.30318846 0. ] , [-0.68121939 -1.97056436 0. ] , [ 1.20013395e+11 -4.21206987e+11 0.00000000e+00] , [ 0.8000893 -2.80804658 0. ] , -1.64830417177e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.36562593 1.03633913 0. ] , [-1.67093093 0.14338477 0. ] , [ -4.69881029e+11 6.26741043e+10 0.00000000e+00] , [-1.80723473 0.24105425 0. ] , -1.70875844523e+12 , 0.5 , c

$$
0.486
BodyA , 1.9e+11 , [ 0.63366698 0.11806242 0. ] , [ 1.66829163 0.57191663 0. ] , [ 3.50458606e+11 3.59546645e+11 0.00000000e+00] , [ 1.84451898 1.89235076 0. ] , -1.65483109264e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.58703316 2.3012179 0. ] , [-0.68041842 -1.97337846 0. ] , [ 1.20145002e+11 -4.22115801e+11 0.00000000e+00] , [ 0.80096668 -2.81410534 0. ] , -1.64988881132e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.36395499 1.03648252 0. ] , [-1.67274095 0.14362542 0. ] , [ -4.70603608e+11 6.25691553e+10 0.00000000e+00] , [-1.81001388 0.2406506 0. ] , -1.70999752821e+12 , 0.5 , c

$$
0.487
BodyA , 1.9e+11 , [ 0.63533527 0.11863434 0. ] , [ 1.67013927 0.57381435 0. ] , [ 3.51051846e+11 3.60565748e+11 0.00000000e+00] , [ 1.84764129 1.89771446 0. ] , -1.65667102698e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.58635275 2.29924452 0. ] , [-0.67961658 -1.97619866 0. ] , [ 1.20276940e+11 -4.23029380e+11 0.00000000e+00] , [ 0.80184627 -2.82019586 0. ] , -1.65147922075e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.36228225 1.03662614 0. ] , [-1.67455375 0.14386566 0. ] , [ -4.71328786e+11 6.24636318e+10 0.00000000e+00] , [-1.81280302 0.24024474 0. ] , -1.71124015848e+12 , 0.5 , c

$$
0.488
BodyA , 1.9e+11 , [ 0.63700541 0.11920815 0. ] , [ 1.67199005 0.57571745 0. ] , [ 3.51647366e+11 3.61590231e+11 0.00000000e+00] , [ 1.85077561 1.90310648 0. ] , -1.65851754847e+12 , 0.5 , r
BodyB , 1.5e+11 , [ 1.58567313 2.29726832 0. ] , [-0.67881385 -1.97902497 0. ] , [ 1.20409208e+11 -4.23947761e+11 0.00000000e+00] , [ 0.80272806 -2.8263184 0. ] , -1.65307543178e+12 , 0.5 , b
BodyC , 2.6e+11 , [ 4.3606077 1.03677001 0. ] , [-1.67636935 0.1441055 0. ] , [ -4.72056575e+11 6.23575297e+10 0.00000000e+00] , [-1.81560221 0.23983665 0. ] , -1.71248634992e+12 , 0.5 , c

$$
0.489
